Core Section,Original Winter Layer #,Year,Interpolated Year (BP),AD,,Couplet Thickness (mm),Sub Core Depth (mm),Sub Core Depth (cm),Cumulative Depth (mm),Sus Sed Yield (MG km-1 a-1),Notes,Disturbed Years
,,,46.35315308,1970.646847,1971,70.41,,,70.41,,Disturbed Top,46.35315308
224A,1,0,47.35315308,1969.646847,1970,1.732,,,72.142,6.576890802,,
224A,3,1,48.35315308,1968.646847,1969,2.58,,,74.722,9.796985144,,
224A,5,2,49.35315308,1967.646847,1968,0.97,,,75.692,3.683362632,,
224A,7,3,50.35315308,1966.646847,1967,1.064,,,76.756,4.040307052,,
224A,9,4,51.35315308,1965.646847,1966,0.642,,,77.398,2.437854443,,
224A,11,5,52.35315308,1964.646847,1965,1.17,,,78.568,4.442818844,,
224A,13,6,53.35315308,1963.646847,1964,1.812,,,80.38,6.880673287,,
224A,15,7,54.35315308,1962.646847,1963,2.416,,,82.796,9.17423105,,
224A,17,8,55.35315308,1961.646847,1962,1.907,,,84.703,7.241414988,,
224A,19,9,56.35315308,1960.646847,1961,2.855,,,87.558,10.84123744,,
224A,21,10,57.35315308,1959.646847,1960,1.696,,,89.254,6.440188684,,
224A,23,11,58.35315308,1958.646847,1959,1.181,,,90.435,4.484588936,,
224A,25,12,59.35315308,1957.646847,1958,4.104,,,94.539,15.58404149,,
224A,27,13,60.35315308,1956.646847,1957,2.16,,,96.699,8.202127097,,
224A,29,14,61.35315308,1955.646847,1956,1.458,,,98.157,5.536435791,,
224A,31,15,62.35315308,1954.646847,1955,1.473,,,99.63,5.593395007,,
224A,33,16,63.35315308,1953.646847,1954,1.16,,,100.79,4.404846034,,
224A,35,17,64.35315308,1952.646847,1953,1.042,,,101.832,3.956766868,,
224A,37,18,65.35315308,1951.646847,1952,1.612,,,103.444,6.121217075,,
224A,39,19,66.35315308,1950.646847,1951,2.144,,,105.588,8.1413706,,
224A,41,20,67.35315308,1949.646847,1950,1.265,,,106.853,4.803560545,,
224A,43,21,68.35315308,1948.646847,1949,2.297,,,109.15,8.722354603,,
224A,45,22,69.35315308,1947.646847,1948,0.851,,,110.001,3.231486185,,
224A,47,23,70.35315308,1946.646847,1947,1.729,,,111.73,6.565498959,,
224A,49,24,71.35315308,1945.646847,1946,2.527,,,114.257,9.595729248,,
224A,51,25,72.35315308,1944.646847,1945,2.36,,,116.617,8.96158331,,
224A,53,26,73.35315308,1943.646847,1944,1.297,,,117.914,4.92507354,,
224A,55,27,74.35315308,1942.646847,1943,1.516,,,119.43,5.756678092,,
224A,57,28,75.35315308,1941.646847,1942,2.654,,,122.084,10.07798394,,
224A,59,29,76.35315308,1940.646847,1941,1.789,,,123.873,6.793335823,,
224A,61,30,77.35315308,1939.646847,1940,1.726,,,125.599,6.554107116,,
224A,63,31,78.35315308,1938.646847,1939,2.051,,,127.65,7.788223461,,
224A,65,32,79.35315308,1937.646847,1938,1.849,,,129.499,7.021172687,,
224A,67,33,80.35315308,1936.646847,1937,1.376,,,130.875,5.225058744,,
224A,69,34,81.35315308,1935.646847,1936,1.691,,,132.566,6.421202279,,
224A,71,35,82.35315308,1934.646847,1935,1.225,,,133.791,4.651669303,,
224A,73,36,83.35315308,1933.646847,1934,1.562,,,135.353,5.931353021,,
224A,75,37,84.35315308,1932.646847,1933,1.209,,,136.562,4.590912806,,
224A,77,38,85.35315308,1931.646847,1932,1.889,,,138.451,7.173063929,,
224A,79,39,86.35315308,1930.646847,1931,1.602,,,140.053,6.083244264,,
224A,81,40,87.35315308,1929.646847,1930,1.283,,,141.336,4.871911605,,
224A,83,41,88.35315308,1928.646847,1929,2.122,,,143.458,8.057830417,,
224A,85,42,89.35315308,1927.646847,1928,1.545,,,145.003,5.866799243,,
224A,87,43,90.35315308,1926.646847,1927,1.283,,,146.286,4.871911605,,
224A,89,44,91.35315308,1925.646847,1926,0.919,,,147.205,3.489701297,,
224A,91,45,92.35315308,1924.646847,1925,0.972,,,148.177,3.690957194,,
224A,93,46,93.35315308,1923.646847,1924,1,,,149.177,3.797281064,,
224A,95,47,94.35315308,1922.646847,1923,1.238,,,150.415,4.701033957,,
224A,97,48,95.35315308,1921.646847,1922,1.198,,,151.613,4.549142714,,
224A,99,49,96.35315308,1920.646847,1921,1.6,,,153.213,6.075649702,,
224A,101,50,97.35315308,1919.646847,1920,1.258,,,154.471,4.776979578,,
224A,103,51,98.35315308,1918.646847,1919,1.654,,,156.125,6.280702879,,
224A,105,52,99.35315308,1917.646847,1918,1.27,,,157.395,4.822546951,,
224A,107,53,100.3531531,1916.646847,1917,1.336,,,158.731,5.073167501,,
224A,109,54,101.3531531,1915.646847,1916,1.27,,,160.001,4.822546951,,
224A,111,55,102.3531531,1914.646847,1915,1.224,,,161.225,4.647872022,,
224A,113,56,103.3531531,1913.646847,1914,1.697,,,162.922,6.443985965,,
224A,115,57,104.3531531,1912.646847,1913,1.73,,,164.652,6.56929624,,
224A,117,58,105.3531531,1911.646847,1912,0.755,,,165.407,2.866947203,,
224A,119,59,106.3531531,1910.646847,1911,0.796,,,166.203,3.022635727,,
224A,121,60,107.3531531,1909.646847,1910,1.168,,,167.371,4.435224282,,
224A,123,61,108.3531531,1908.646847,1909,1.102,,,168.473,4.184603732,,
224A,125,62,109.3531531,1907.646847,1908,1.67,,,170.143,6.341459376,,
224A,127,63,110.3531531,1906.646847,1907,1.615,,,171.758,6.132608918,,
224A,129,64,111.3531531,1905.646847,1906,1.155,,,172.913,4.385859628,,
224A,131,65,112.3531531,1904.646847,1905,1.238,,,174.151,4.701033957,,
224A,133,66,113.3531531,1903.646847,1904,1.616,,,175.767,6.136406199,,
224A,135,67,114.3531531,1902.646847,1903,1.204,,,176.971,4.571926401,,
224A,137,68,115.3531531,1901.646847,1902,1.992,,,178.963,7.564183879,,
224A,139,69,116.3531531,1900.646847,1901,1.545,,,180.508,5.866799243,,
224A,141,70,117.3531531,1899.646847,1900,2.186,,,182.694,8.300856405,,
224A,143,71,118.3531531,1898.646847,1899,1.492,,,184.186,5.665543347,,
224A,145,72,119.3531531,1897.646847,1898,2.863,,,187.049,10.87161569,,
224A,147,73,120.3531531,1896.646847,1897,1.154,,,188.203,4.382062347,,
224A,149,74,121.3531531,1895.646847,1896,0.987,,,189.19,3.74791641,,
224A,151,75,122.3531531,1894.646847,1895,2.094,,,191.284,7.951506547,,
224A,153,76,123.3531531,1893.646847,1894,1.879,,,193.163,7.135091119,,
224A,155,77,124.3531531,1892.646847,1893,1.506,,,194.669,5.718705282,,
224A,157,78,125.3531531,1891.646847,1892,1.834,,,196.503,6.964213471,,
224A,159,79,126.3531531,1890.646847,1891,2.003,,,198.506,7.60595397,,
224A,161,80,127.3531531,1889.646847,1890,1.037,,,199.543,3.937780463,,
224A,163,81,128.3531531,1888.646847,1889,1.441,,,200.984,5.471882013,,
224A,165,82,129.3531531,1887.646847,1888,1.832,,,202.816,6.956618909,,
224A,167,83,130.3531531,1886.646847,1887,0.855,,,203.671,3.246675309,,
224A,169,84,131.3531531,1885.646847,1886,1.026,,,204.697,3.896010371,,
224A,171,85,132.3531531,1884.646847,1885,1.363,,,206.06,5.17569409,,
224A,173,86,133.3531531,1883.646847,1884,1.311,,,207.371,4.978235474,,
224A,175,87,134.3531531,1882.646847,1883,1.454,,,208.825,5.521246666,,
224A,177,88,135.3531531,1881.646847,1882,0.45,,,209.275,1.708776479,,
224A,179,89,136.3531531,1880.646847,1881,0.695,,,209.97,2.639110339,,
224A,181,90,137.3531531,1879.646847,1880,1.111,,,211.081,4.218779262,,
224A,183,91,138.3531531,1878.646847,1879,1.553,,,212.634,5.897177492,,
224A,185,92,139.3531531,1877.646847,1878,1.466,,,214.1,5.566814039,,
224A,187,93,140.3531531,1876.646847,1877,1.463,,,215.563,5.555422196,,
224A,189,94,141.3531531,1875.646847,1876,1.67,,,217.233,6.341459376,,
224A,191,95,142.3531531,1874.646847,1875,1.672,,,218.905,6.349053938,,
224A,193,96,143.3531531,1873.646847,1874,2.379,,,221.284,9.03373165,,
224A,195,97,144.3531531,1872.646847,1873,1.36,,,222.644,5.164302247,,
224A,197,98,145.3531531,1871.646847,1872,1.748,,,224.392,6.637647299,,
224A,199,99,146.3531531,1870.646847,1871,1.434,,,225.826,5.445301045,,
224A,201,100,147.3531531,1869.646847,1870,1.728,,,227.554,6.561701678,,
224A,203,101,148.3531531,1868.646847,1869,2.149,,,229.703,8.160357006,,
224A,205,102,149.3531531,1867.646847,1868,1.142,,,230.845,4.336494975,,
224A,207,103,150.3531531,1866.646847,1867,1.499,,,232.344,5.692124314,,
224A,209,104,151.3531531,1865.646847,1866,1.572,,,233.916,5.969325832,,
224A,211,105,152.3531531,1864.646847,1865,2.328,,,236.244,8.840070316,,
224A,213,106,153.3531531,1863.646847,1864,1.579,,,237.823,5.995906799,,
224A,215,107,154.3531531,1862.646847,1863,1.139,,,238.962,4.325103131,,
224A,217,108,155.3531531,1861.646847,1862,1.092,,,240.054,4.146630921,,
224A,219,109,156.3531531,1860.646847,1861,0.866,,,240.92,3.288445401,,
224A,221,110,157.3531531,1859.646847,1860,1.178,,,242.098,4.473197093,,
224A,223,111,158.3531531,1858.646847,1859,1.731,,,243.829,6.573093521,,
224A,225,112,159.3531531,1857.646847,1858,1.141,,,244.97,4.332697694,,
224A,227,113,160.3531531,1856.646847,1857,1.523,,,246.493,5.78325906,,
224A,229,114,161.3531531,1855.646847,1856,1.552,,,248.045,5.893380211,,
224A,231,115,162.3531531,1854.646847,1855,1.566,,,249.611,5.946542146,,
224A,233,116,163.3531531,1853.646847,1854,1.146,,,250.757,4.351684099,,
224A,235,117,164.3531531,1852.646847,1853,1.807,,,252.564,6.861686882,,
224A,237,118,165.3531531,1851.646847,1852,1.702,,,254.266,6.46297237,,
224A,239,119,166.3531531,1850.646847,1851,1.396,,,255.662,5.301004365,,
224A,241,120,167.3531531,1849.646847,1850,1.14,,,256.802,4.328900413,,
224A,243,121,168.3531531,1848.646847,1849,1.396,,,258.198,5.301004365,,
224A,245,122,169.3531531,1847.646847,1848,1.914,,,260.112,7.267995956,,
224A,247,123,170.3531531,1846.646847,1847,1.259,,,261.371,4.780776859,,
224A,249,124,171.3531531,1845.646847,1846,1.911,,,263.282,7.256604113,,
224A,251,125,172.3531531,1844.646847,1845,0.917,,,264.199,3.482106735,,
224A,253,126,173.3531531,1843.646847,1844,1.783,,,265.982,6.770552136,,
224A,255,127,174.3531531,1842.646847,1843,1.31,,,267.292,4.974438193,,
224A,257,128,175.3531531,1841.646847,1842,1.34,,,268.632,5.088356625,,
224A,259,129,176.3531531,1840.646847,1841,1.129,,,269.761,4.287130321,,
224A,261,130,177.3531531,1839.646847,1840,1.519,,,271.28,5.768069936,,
224A,263,131,178.3531531,1838.646847,1839,0.778,,,272.058,2.954284667,,
224A,265,132,179.3531531,1837.646847,1838,1.363,,,273.421,5.17569409,,
224A,267,133,180.3531531,1836.646847,1837,2.257,,,275.678,8.570463361,,
224A,269,134,181.3531531,1835.646847,1836,0.924,,,276.602,3.508687703,,
224A,271,135,182.3531531,1834.646847,1835,1.258,,,277.86,4.776979578,,
224A,273,136,183.3531531,1833.646847,1834,1.261,,,279.121,4.788371421,,
224A,275,137,184.3531531,1832.646847,1833,1.427,,,280.548,5.418720078,,
224A,277,138,185.3531531,1831.646847,1832,1.833,,,282.381,6.96041619,,
224A,279,139,186.3531531,1830.646847,1831,1.061,,,283.442,4.028915208,,
224A,281,140,187.3531531,1829.646847,1830,0.999,,,284.441,3.793483783,,
224A,283,141,188.3531531,1828.646847,1829,2.066,,,286.507,7.845182677,,
224A,285,142,189.3531531,1827.646847,1828,2.848,,,289.355,10.81465647,,
224A,287,143,190.3531531,1826.646847,1827,2.028,,,291.383,7.700885997,,
224A,289,144,191.3531531,1825.646847,1826,2.124,,,293.507,8.065424979,,
224A,291,145,192.3531531,1824.646847,1825,1.698,,,295.205,6.447783246,,
224A,293,146,193.3531531,1823.646847,1824,1.277,,,296.482,4.849127918,,
224A,295,147,194.3531531,1822.646847,1823,2.276,,,298.758,8.642611701,flood,
224A,297,148,195.3531531,1821.646847,1822,0.953,,,299.711,3.618808854,,
224A,299,149,196.3531531,1820.646847,1821,1.807,,,301.518,6.861686882,,
224A,301,150,197.3531531,1819.646847,1820,1.711,,,303.229,6.4971479,,
224A,303,151,198.3531531,1818.646847,1819,1.372,,,304.601,5.209869619,,
224A,305,152,199.3531531,1817.646847,1818,1.503,,,306.104,5.707313439,,
224A,307,153,200.3531531,1816.646847,1817,1.799,,,307.903,6.831308633,,
224A,309,154,201.3531531,1815.646847,1816,1.613,,,309.516,6.125014356,,
224A,311,155,202.3531531,1814.646847,1815,1.624,,,311.14,6.166784447,,
224A,313,156,203.3531531,1813.646847,1814,2.326,,,313.466,8.832475754,,
224A,315,157,204.3531531,1812.646847,1813,1.611,,,315.077,6.117419793,,
224A,317,158,205.3531531,1811.646847,1812,1.412,,,316.489,5.361760862,,
224A,319,159,206.3531531,1810.646847,1811,1.512,,,318.001,5.741488968,,
224A,321,160,207.3531531,1809.646847,1810,1.558,,,319.559,5.916163897,,
224A,323,161,208.3531531,1808.646847,1809,1.641,,,321.2,6.231338225,,
224A,325,162,209.3531531,1807.646847,1808,1.007,,,322.207,3.823862031,,
224A,327,163,210.3531531,1806.646847,1807,1.087,,,323.294,4.127644516,,
224A,329,164,211.3531531,1805.646847,1806,0.679,,,323.973,2.578353842,,
224A,331,165,228.3519425,1788.648057,1789,25.821,,,349.794,,disturbed,16.99878946
224A,333,166,229.3519425,1787.648057,1788,1.293,,,351.087,4.909884415,,
224A,335,167,230.3519425,1786.648057,1787,2.588,,,353.675,9.827363393,,
224A,337,168,231.3519425,1785.648057,1786,2.194,,,355.869,8.331234654,,
224A,339,169,232.3519425,1784.648057,1785,2.262,,,358.131,8.589449766,,
224A,341,170,233.3519425,1783.648057,1784,1.086,,,359.217,4.123847235,,
224A,343,171,234.3519425,1782.648057,1783,1.665,,,360.882,6.322472971,,
224A,345,172,235.3519425,1781.648057,1782,1.994,,,362.876,7.571778441,,
224A,347,173,236.3519425,1780.648057,1781,1.95,,,364.826,7.404698074,,
224A,349,174,237.3519425,1779.648057,1780,2.105,,,366.931,7.993276639,,
224A,351,175,238.3519425,1778.648057,1779,1.569,,,368.5,5.957933989,,
224A,353,176,239.3519425,1777.648057,1778,2.414,,,370.914,9.166636488,,
224A,355,177,240.3519425,1776.648057,1777,1.774,,,372.688,6.736376607,,
224A,357,178,241.3519425,1775.648057,1776,1.399,,,374.087,5.312396208,,
224A,359,179,242.3519425,1774.648057,1775,1.955,,,376.042,7.423684479,,
224A,361,180,243.3519425,1773.648057,1774,1.254,,,377.296,4.761790454,,
224A,363,181,244.3519425,1772.648057,1773,1.572,,,378.868,5.969325832,,
224A,365,182,245.3519425,1771.648057,1772,1.554,,,380.422,5.900974773,,
224A,367,183,246.3519425,1770.648057,1771,2.714,,,383.136,10.30582081,,
224A,369,184,247.3519425,1769.648057,1770,1.869,,,385.005,7.097118308,,
224A,371,185,248.3519425,1768.648057,1769,1.153,,,386.158,4.378265066,,
224A,373,186,249.3519425,1767.648057,1768,1.291,,,387.449,4.902289853,,
224A,375,187,250.3519425,1766.648057,1767,1.717,,,389.166,6.519931586,,
224A,377,188,251.3519425,1765.648057,1766,2.654,,,391.82,10.07798394,,
224A,379,189,252.3519425,1764.648057,1765,1.054,,,392.874,4.002334241,,
224A,381,190,253.3519425,1763.648057,1764,1.214,,,394.088,4.609899211,,
224A,383,191,254.3519425,1762.648057,1763,1.081,,,395.169,4.10486083,,
224A,385,192,255.3519425,1761.648057,1762,1.325,,,396.494,5.031397409,,
224A,387,193,256.3519425,1760.648057,1761,1.451,,,397.945,5.509854823,,
224A,389,194,257.3519425,1759.648057,1760,0.993,,,398.938,3.770700096,,
224A,391,195,258.3519425,1758.648057,1759,1.388,,,400.326,5.270626116,,
224A,393,196,259.3519425,1757.648057,1758,1.414,,,401.74,5.369355424,,
224A,395,197,260.3519425,1756.648057,1757,0.882,,,402.622,3.349201898,,
224A,397,198,261.3519425,1755.648057,1756,2.11,,,404.732,8.012263044,,
224A,399,199,262.3519425,1754.648057,1755,2.747,,,407.479,10.43113108,,
224A,401,200,263.3519425,1753.648057,1754,1.391,,,408.87,5.282017959,,
224A,403,201,264.3519425,1752.648057,1753,1.908,,,410.778,7.245212269,,
224A,405,202,265.3519425,1751.648057,1752,2.019,,,412.797,7.666710467,,
224A,407,203,266.3519425,1750.648057,1751,1.472,,,414.269,5.589597726,,
224A,409,204,267.3519425,1749.648057,1750,1.782,,,416.051,6.766754855,,
224A,411,205,268.3519425,1748.648057,1749,2.681,,,418.732,10.18051053,,
224A,413,206,269.3519425,1747.648057,1748,1.85,,,420.582,7.024969968,,
224A,415,207,270.3519425,1746.648057,1747,2.092,,,422.674,7.943911985,,
224A,417,208,271.3519425,1745.648057,1746,2.645,,,425.319,10.04380841,,
224A,419,209,272.3519425,1744.648057,1745,2.126,,,427.445,8.073019541,,
224A,421,210,273.3519425,1743.648057,1744,1.906,,,429.351,7.237617707,,
224A,423,211,274.3519425,1742.648057,1743,1.885,,,431.236,7.157874805,,
224A,425,212,275.3519425,1741.648057,1742,1.543,,,432.779,5.859204681,,
224A,427,213,276.3519425,1740.648057,1741,1.813,,,434.592,6.884470568,,
224A,429,214,277.3519425,1739.648057,1740,1.73,,,436.322,6.56929624,,
224A,431,215,278.3519425,1738.648057,1739,1.689,,,438.011,6.413607716,,
224A,433,216,279.3519425,1737.648057,1738,1.924,,,439.935,7.305968766,,
224A,435,217,280.3519425,1736.648057,1737,1.92,,,441.855,7.290779642,,
224A,437,218,281.3519425,1735.648057,1736,3.36,,,445.215,12.75886437,,
224A,439,219,282.3519425,1734.648057,1735,1.556,,,446.771,5.908569335,,
224A,441,220,283.3519425,1733.648057,1734,2.042,,,448.813,7.754047932,,
224A,443,221,284.3519425,1732.648057,1733,2.202,,,451.015,8.361612902,,
224A,445,222,285.3519425,1731.648057,1732,2.619,,,453.634,9.945079106,,
224A,447,223,286.3519425,1730.648057,1731,2.408,,,456.042,9.143852801,,
224A,449,224,287.3519425,1729.648057,1730,1.832,,,457.874,6.956618909,,
224A,451,225,288.3519425,1728.648057,1729,2.625,,,460.499,9.967862792,,
224A,453,226,289.3519425,1727.648057,1728,2.422,,,462.921,9.197014736,,
224A,455,227,290.3519425,1726.648057,1727,3.057,,,465.978,11.60828821,,
224A,457,228,291.3519425,1725.648057,1726,2.059,,,468.037,7.81860171,,
224A,459,229,292.3519425,1724.648057,1725,1.772,,,469.809,6.728782045,,
224A,461,230,293.3519425,1723.648057,1724,2.057,,,471.866,7.811007148,,
224A,463,231,294.3519425,1722.648057,1723,1.148,,,473.014,4.359278661,,
224A,465,232,298.4665173,1718.533483,1719,6.25,,,479.264,,Disturbed,4.11457473
224A,467,233,330.5292586,1686.470741,1686,48.703,,,527.967,,Disturbed Disturbed,32.06274129
224A,469,234,331.5292586,1685.470741,1685,1.014,,,528.981,3.850442999,,
224A,471,235,332.5292586,1684.470741,1684,1.554,,,530.535,5.900974773,,
224A,473,236,333.5292586,1683.470741,1683,3.227,,,533.762,12.25382599,,
224A,475,237,334.5292586,1682.470741,1682,1.521,,,535.283,5.775664498,,
224A,477,238,335.5292586,1681.470741,1681,1.024,,,536.307,3.888415809,,
224A,479,239,336.5292586,1680.470741,1680,0.555,,,536.862,2.10749099,,
224A,481,240,337.5292586,1679.470741,1679,0.919,,,537.781,3.489701297,,
224A,483,241,338.5292586,1678.470741,1678,1.392,,,539.173,5.285815241,,
224A,485,242,339.5292586,1677.470741,1677,1.679,,,540.852,6.375634906,,
224A,487,243,340.5292586,1676.470741,1676,2.412,,,543.264,9.159041925,,
224A,489,244,341.5292586,1675.470741,1675,1.576,,,544.84,5.984514956,,
224A,491,245,342.5292586,1674.470741,1674,1.253,,,546.093,4.757993173,,
224A,493,246,343.5292586,1673.470741,1673,0.886,,,546.979,3.364391022,,
224A,495,247,344.5292586,1672.470741,1672,1.098,,,548.077,4.169414608,,
224A,497,248,345.5292586,1671.470741,1671,1.03,,,549.107,3.911199496,,
224A,499,249,346.5292586,1670.470741,1670,2.22,,,551.327,8.429963961,,
224A,501,250,347.5292586,1669.470741,1669,2.599,,,553.926,9.869133484,,
224A,503,251,348.5292586,1668.470741,1668,1.196,,,555.122,4.541548152,,
224A,505,252,349.5292586,1667.470741,1667,2.703,,,557.825,10.26405071,,
224A,507,253,350.5292586,1666.470741,1666,1.374,,,559.199,5.217464181,,
224A,509,254,351.5292586,1665.470741,1665,2.598,,,561.797,9.865336203,,
224A,511,255,352.5292586,1664.470741,1664,1.372,,,563.169,5.209869619,,
224A,513,256,353.5292586,1663.470741,1663,1.2,,,564.369,4.556737276,,
224A,515,257,354.5292586,1662.470741,1662,2.759,,,567.128,10.47669845,,
224A,517,258,355.5292586,1661.470741,1661,1.148,,,568.276,4.359278661,,
224A,519,259,356.5292586,1660.470741,1660,1.963,,,570.239,7.454062728,,
224A,521,260,357.5292586,1659.470741,1659,1.928,,,572.167,7.321157891,,
224A,523,261,358.5292586,1658.470741,1658,1.335,,,573.502,5.06937022,,
224A,525,262,359.5292586,1657.470741,1657,0.417,,,573.919,1.583466204,,
224A,527,263,360.5292586,1656.470741,1656,0.805,,,574.724,3.056811256,,
224A,529,264,361.5292586,1655.470741,1655,1.239,,,575.963,4.704831238,,
224A,531,265,362.5292586,1654.470741,1654,1.129,,,577.092,4.287130321,,
224A,533,266,363.5292586,1653.470741,1653,1.234,,,578.326,4.685844832,,
224A,535,267,364.5292586,1652.470741,1652,1.768,,,580.094,6.71359292,,
224A,537,268,365.5292586,1651.470741,1651,1.135,,,581.229,4.309914007,,
224A,539,269,366.5292586,1650.470741,1650,1.109,,,582.338,4.2111847,,
224A,541,270,367.5292586,1649.470741,1649,1.382,,,583.72,5.24784243,,
224A,543,271,368.5292586,1648.470741,1648,4.021,,,587.741,15.26886716,Flood,
224A,545,272,369.5292586,1647.470741,1647,1.655,,,589.396,6.28450016,,
224A,547,273,370.5292586,1646.470741,1646,1.901,,,591.297,7.218631302,,
224A,549,274,371.5292586,1645.470741,1645,2.561,,,593.858,9.724836804,,
224A,551,275,372.5292586,1644.470741,1644,1.623,,,595.481,6.162987166,,
224A,553,276,378.8380537,1638.161946,1638,9.583,,,605.064,,Disturbed Disturbed,6.308795142
224A,555,277,379.8380537,1637.161946,1637,2.167,,,607.231,8.228708065,,
224A,557,278,380.8380537,1636.161946,1636,1.844,,,609.075,7.002186281,,
224A,559,279,381.8380537,1635.161946,1635,2.161,,,611.236,8.205924378,,
224A,561,280,382.8380537,1634.161946,1634,2.553,,,613.789,9.694458555,,
224A,563,281,383.8380537,1633.161946,1633,1.275,,,615.064,4.841533356,,
224A,565,282,384.8380537,1632.161946,1632,1.302,,,616.366,4.944059945,,
224A,567,283,385.8380537,1631.161946,1631,1.288,,,617.654,4.89089801,,
224A,569,284,386.8380537,1630.161946,1630,0.913,,,618.567,3.466917611,,
224A,571,285,387.8380537,1629.161946,1629,1.043,,,619.61,3.960564149,,
224A,573,286,388.8380537,1628.161946,1628,1.113,,,620.723,4.226373824,,
224A,575,287,389.8380537,1627.161946,1627,1.059,,,621.782,4.021320646,,
224A,577,288,390.8380537,1626.161946,1626,1.537,,,623.319,5.836420995,,
224A,579,289,391.8380537,1625.161946,1625,1.473,,,624.792,5.593395007,,
224A,581,290,392.8380537,1624.161946,1624,1.741,,,626.533,6.611066332,,
224A,583,291,393.8380537,1623.161946,1623,1.355,,,627.888,5.145315841,,
224A,585,292,394.8380537,1622.161946,1622,1.218,,,629.106,4.625088335,,
224A,587,293,395.8380537,1621.161946,1621,1.04,,,630.146,3.949172306,,
224A,589,294,396.8380537,1620.161946,1620,1.412,,,631.558,5.361760862,,
224A,591,295,397.8380537,1619.161946,1619,1.453,,,633.011,5.517449385,,
224A,593,296,398.8380537,1618.161946,1618,1.313,,,634.324,4.985830037,,
224A,595,297,399.8380537,1617.161946,1617,0.993,,,635.317,3.770700096,,
224A,597,298,400.8380537,1616.161946,1616,1.728,,,637.045,6.561701678,,
224A,599,299,401.8380537,1615.161946,1615,1.565,,,638.61,5.942744865,,
224A,601,300,402.8380537,1614.161946,1614,1.566,,,640.176,5.946542146,,
224A,603,301,403.8380537,1613.161946,1613,1.794,,,641.97,6.812322228,,
224A,605,302,404.8380537,1612.161946,1612,2.295,,,644.265,8.714760041,,
224A,607,303,405.8380537,1611.161946,1611,1.591,,,645.856,6.041474172,,
224A,609,304,406.8380537,1610.161946,1610,1.737,,,647.593,6.595877207,,
224A,611,305,407.8380537,1609.161946,1609,1.392,,,648.985,5.285815241,,
224A,613,306,408.8380537,1608.161946,1608,1.1,,,650.085,4.17700917,,
224A,615,307,409.8380537,1607.161946,1607,1.422,,,651.507,5.399733672,,
224A,617,308,410.8380537,1606.161946,1606,0.932,,,652.439,3.539065951,,
224A,619,309,411.8380537,1605.161946,1605,1.829,,,654.268,6.945227065,,
224A,621,310,412.8380537,1604.161946,1604,2.351,,,656.619,8.927407781,,
224A,623,311,413.8380537,1603.161946,1603,2.015,,,658.634,7.651521343,,
224A,625,312,414.8380537,1602.161946,1602,1.218,,,659.852,4.625088335,,
224A,627,313,415.8380537,1601.161946,1601,1.635,,,661.487,6.208554539,,
224A,629,314,416.8380537,1600.161946,1600,1.064,,,662.551,4.040307052,,
224A,631,315,417.8380537,1599.161946,1599,1.515,,,664.066,5.752880811,,
224A,633,316,418.8380537,1598.161946,1598,2.024,,,666.09,7.685696873,,
224A,635,317,419.8380537,1597.161946,1597,1.041,,,667.131,3.952969587,,
224A,637,318,420.8380537,1596.161946,1596,1.67,,,668.801,6.341459376,,
224A,639,319,421.8380537,1595.161946,1595,1.736,,,670.537,6.592079926,,
224A,641,320,422.8380537,1594.161946,1594,1.979,,,672.516,7.514819225,,
224A,643,321,423.8380537,1593.161946,1593,1.249,,,673.765,4.742804048,,
224A,645,322,424.8380537,1592.161946,1592,1.889,,,675.654,7.173063929,,
224A,647,323,425.8380537,1591.161946,1591,1.153,,,676.807,4.378265066,,
224A,649,324,426.8380537,1590.161946,1590,0.846,,,677.653,3.21249978,,
224A,651,325,427.8380537,1589.161946,1589,1.355,,,679.008,5.145315841,,
224A,653,326,428.8380537,1588.161946,1588,1.873,,,680.881,7.112307432,,
224A,655,327,429.8380537,1587.161946,1587,1.635,,,682.516,6.208554539,,
224A,657,328,430.8380537,1586.161946,1586,1.129,,,683.645,4.287130321,,
224A,659,329,431.8380537,1585.161946,1585,1.868,,,685.513,7.093321027,,
224A,661,330,432.8380537,1584.161946,1584,1.902,,,687.415,7.222428583,,
224A,663,331,433.8380537,1583.161946,1583,1.882,,,689.297,7.146482962,,
224A,665,332,434.8380537,1582.161946,1582,1.595,,,690.892,6.056663296,,
224A,667,333,435.8380537,1581.161946,1581,1.894,,,692.786,7.192050334,,
224A,669,334,436.8380537,1580.161946,1580,1.805,,,694.591,6.85409232,,
